,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category
120565,2018280N18273,2018-10-08 18:00:00,CS,MICHAEL,75.0,977.0,24,21.7,-85.1,4,Cat1
120567,2018280N18273,2018-10-09 00:00:00,GM,MICHAEL,85.0,971.0,91,22.7,-85.2,4,Cat2
120569,2018280N18273,2018-10-09 06:00:00,GM,MICHAEL,85.0,973.0,211,23.7,-85.8,4,Cat2
120571,2018280N18273,2018-10-09 12:00:00,GM,MICHAEL,90.0,968.0,308,24.6,-86.2,4,Cat2
120573,2018280N18273,2018-10-09 18:00:00,GM,MICHAEL,100.0,961.0,405,25.6,-86.4,4,Cat3
120575,2018280N18273,2018-10-10 00:00:00,GM,MICHAEL,110.0,952.0,362,26.6,-86.5,4,Cat3
120577,2018280N18273,2018-10-10 06:00:00,GM,MICHAEL,120.0,945.0,252,27.7,-86.6,4,Cat4
120579,2018280N18273,2018-10-10 12:00:00,GM,MICHAEL,125.0,934.0,117,29.0,-86.3,4,Cat4
120581,2018280N18273,2018-10-10 17:30:00,GM,MICHAEL,140.0,919.0,0,30.0,-85.5,4,Cat5
120742,2019192N29274,2019-07-10 12:00:00,GM,BARRY,25.0,1009.0,171,28.5,-86.5,3,TS
120744,2019192N29274,2019-07-10 18:00:00,GM,BARRY,30.0,1009.0,216,28.1,-87.1,3,TS
120746,2019192N29274,2019-07-11 00:00:00,GM,BARRY,30.0,1008.0,198,27.8,-87.6,3,TS
120748,2019192N29274,2019-07-11 06:00:00,GM,BARRY,35.0,1007.0,180,27.7,-88.0,3,TS
120750,2019192N29274,2019-07-11 12:00:00,GM,BARRY,35.0,1005.0,160,27.7,-88.4,3,TS
120752,2019192N29274,2019-07-11 18:00:00,GM,BARRY,40.0,1005.0,148,27.7,-88.8,3,TS
120754,2019192N29274,2019-07-12 00:00:00,GM,BARRY,45.0,1001.0,134,27.8,-89.2,3,TS
120756,2019192N29274,2019-07-12 06:00:00,GM,BARRY,45.0,1001.0,136,27.9,-89.7,3,TS
120758,2019192N29274,2019-07-12 12:00:00,GM,BARRY,50.0,998.0,111,28.1,-90.2,3,TS
120760,2019192N29274,2019-07-12 18:00:00,GM,BARRY,55.0,993.0,78,28.4,-90.7,3,TS
120762,2019192N29274,2019-07-13 00:00:00,GM,BARRY,60.0,993.0,59,28.6,-91.1,3,TS
120764,2019192N29274,2019-07-13 06:00:00,GM,BARRY,60.0,993.0,51,28.9,-91.5,3,TS
120766,2019192N29274,2019-07-13 12:00:00,GM,BARRY,65.0,993.0,36,29.3,-91.9,3,Cat1
120767,2019192N29274,2019-07-13 15:00:00,GM,BARRY,65.0,993.0,0,29.6,-92.2,3,Cat1
120870,2019236N10314,2019-08-27 01:30:00,CS,DORIAN,45.0,1005.0,320,13.1,-59.4,3,TS
120872,2019236N10314,2019-08-27 06:00:00,CS,DORIAN,45.0,1005.0,325,13.5,-60.2,3,TS
120874,2019236N10314,2019-08-27 11:00:00,CS,DORIAN,45.0,1005.0,369,14.0,-60.9,3,TS
120875,2019236N10314,2019-08-27 12:00:00,CS,DORIAN,45.0,1005.0,391,14.2,-61.2,3,TS
120877,2019236N10314,2019-08-27 18:00:00,CS,DORIAN,45.0,1004.0,481,15.0,-62.0,3,TS
120879,2019236N10314,2019-08-28 00:00:00,CS,DORIAN,50.0,1003.0,408,15.7,-62.8,3,TS
120881,2019236N10314,2019-08-28 06:00:00,CS,DORIAN,55.0,1001.0,300,16.4,-63.5,3,TS
120883,2019236N10314,2019-08-28 12:00:00,CS,DORIAN,60.0,999.0,179,17.3,-64.2,3,TS
120885,2019236N10314,2019-08-28 15:30:00,CS,DORIAN,65.0,995.0,114,17.8,-64.6,3,Cat1
120886,2019236N10314,2019-08-28 18:00:00,CS,DORIAN,70.0,993.0,52,18.4,-65.1,3,Cat1
121076,2019246N24266,2019-09-03 06:00:00,GM,FERNAND,30.0,1006.0,386,23.6,-94.0,3,TS
121078,2019246N24266,2019-09-03 12:00:00,GM,FERNAND,35.0,1004.0,316,23.4,-94.7,3,TS
121080,2019246N24266,2019-09-03 18:00:00,GM,FERNAND,40.0,1002.0,245,23.2,-95.4,3,TS
121082,2019246N24266,2019-09-04 00:00:00,GM,FERNAND,45.0,1000.0,173,23.1,-96.1,3,TS
121084,2019246N24266,2019-09-04 06:00:00,GM,FERNAND,45.0,1000.0,102,23.4,-96.8,3,TS
121086,2019246N24266,2019-09-04 12:00:00,GM,FERNAND,40.0,1003.0,60,24.0,-97.2,3,TS
121088,2019246N24266,2019-09-04 15:30:00,GM,FERNAND,40.0,1003.0,10,24.2,-97.7,3,TS
121246,2019261N28264,2019-09-17 12:00:00,GM,IMELDA,30.0,1008.0,44,28.3,-95.7,3,TS
121247,2019261N28264,2019-09-17 15:00:00,GM,IMELDA,35.0,1006.0,29,28.6,-95.5,3,TS
121248,2019261N28264,2019-09-17 17:45:00,GM,IMELDA,40.0,1003.0,0,28.9,-95.4,3,TS
121262,2019265N12301,2019-09-22 06:00:00,CS,KAREN,35.0,1007.0,172,11.8,-59.9,3,TS
121264,2019265N12301,2019-09-22 12:00:00,CS,KAREN,35.0,1007.0,156,12.1,-61.1,3,TS
121266,2019265N12301,2019-09-22 18:00:00,CS,KAREN,35.0,1007.0,201,12.5,-62.2,3,TS
121268,2019265N12301,2019-09-23 00:00:00,CS,KAREN,35.0,1007.0,257,13.0,-63.2,3,TS
121270,2019265N12301,2019-09-23 06:00:00,CS,KAREN,30.0,1007.0,347,13.7,-64.1,3,TS
121272,2019265N12301,2019-09-23 12:00:00,CS,KAREN,30.0,1007.0,416,14.4,-64.8,3,TS
121274,2019265N12301,2019-09-23 18:00:00,CS,KAREN,30.0,1007.0,324,15.1,-65.4,3,TS
121276,2019265N12301,2019-09-24 00:00:00,CS,KAREN,30.0,1007.0,251,15.7,-65.7,3,TS
121278,2019265N12301,2019-09-24 06:00:00,CS,KAREN,35.0,1006.0,173,16.4,-65.8,3,TS
121280,2019265N12301,2019-09-24 12:00:00,CS,KAREN,35.0,1006.0,109,17.0,-65.8,3,TS
121282,2019265N12301,2019-09-24 18:00:00,CS,KAREN,40.0,1004.0,39,17.7,-65.6,3,TS
121284,2019265N12301,2019-09-24 22:00:00,CS,KAREN,40.0,1004.0,23,18.1,-65.4,3,TS
121285,2019265N12301,2019-09-24 23:00:00,CS,KAREN,40.0,1004.0,31,18.3,-65.3,3,TS
121286,2019265N12301,2019-09-25 00:00:00,CS,KAREN,40.0,1003.0,43,18.5,-65.2,3,TS
121474,2019291N22264,2019-10-17 12:00:00,GM,NESTOR,35.0,1007.0,178,22.2,-95.7,4,TS
121476,2019291N22264,2019-10-17 18:00:00,GM,NESTOR,35.0,1005.0,243,22.6,-95.2,4,TS
121478,2019291N22264,2019-10-18 00:00:00,GM,NESTOR,40.0,1003.0,337,23.2,-94.5,4,TS
121480,2019291N22264,2019-10-18 06:00:00,GM,NESTOR,45.0,1002.0,434,24.1,-93.0,4,TS
121482,2019291N22264,2019-10-18 12:00:00,GM,NESTOR,50.0,1001.0,436,25.2,-91.2,4,TS
121484,2019291N22264,2019-10-18 18:00:00,GM,NESTOR,50.0,1000.0,291,26.4,-89.4,4,TS
121486,2019291N22264,2019-10-19 00:00:00,GM,NESTOR,50.0,996.0,184,27.8,-87.8,4,TS
121488,2019291N22264,2019-10-19 06:00:00,GM,NESTOR,50.0,996.0,189,28.6,-87.1,4,TS
121490,2019291N22264,2019-10-19 12:00:00,GM,NESTOR,40.0,996.0,106,29.3,-86.4,4,TS
121546,2019299N25265,2019-10-25 12:00:00,GM,OLGA,35.0,1004.0,261,24.7,-94.8,4,TS
121548,2019299N25265,2019-10-25 18:00:00,GM,OLGA,40.0,998.0,349,25.9,-93.6,4,TS
121550,2019299N25265,2019-10-26 00:00:00,GM,OLGA,45.0,996.0,279,27.0,-92.5,4,TS
121552,2019299N25265,2019-10-26 06:00:00,GM,OLGA,45.0,994.0,44,28.8,-91.2,4,TS
121724,2020154N19269,2020-06-01 18:00:00,GM,CRISTOBAL,25.0,1006.0,15,19.4,-90.9,2,TS
121726,2020154N19269,2020-06-02 00:00:00,GM,CRISTOBAL,25.0,1005.0,74,19.6,-91.6,2,TS
121728,2020154N19269,2020-06-02 06:00:00,GM,CRISTOBAL,30.0,1005.0,100,19.6,-92.1,2,TS
121730,2020154N19269,2020-06-02 12:00:00,GM,CRISTOBAL,35.0,1004.0,100,19.5,-92.5,2,TS
121732,2020154N19269,2020-06-02 18:00:00,GM,CRISTOBAL,40.0,1001.0,67,19.2,-92.6,2,TS
121734,2020154N19269,2020-06-03 00:00:00,GM,CRISTOBAL,45.0,996.0,44,19.0,-92.5,2,TS
121736,2020154N19269,2020-06-03 06:00:00,GM,CRISTOBAL,50.0,994.0,33,18.9,-92.3,2,TS
121738,2020154N19269,2020-06-03 12:00:00,GM,CRISTOBAL,50.0,993.0,22,18.8,-92.2,2,TS
121759,2020154N19269,2020-06-06 00:00:00,GM,CRISTOBAL,50.0,996.0,90,22.0,-90.0,2,TS
121761,2020154N19269,2020-06-06 06:00:00,GM,CRISTOBAL,50.0,994.0,202,23.0,-90.1,2,TS
121763,2020154N19269,2020-06-06 12:00:00,GM,CRISTOBAL,45.0,992.0,303,23.9,-90.2,2,TS
121765,2020154N19269,2020-06-06 18:00:00,GM,CRISTOBAL,45.0,992.0,401,24.8,-90.2,2,TS
121767,2020154N19269,2020-06-07 00:00:00,GM,CRISTOBAL,45.0,992.0,368,25.8,-90.1,2,TS
121769,2020154N19269,2020-06-07 06:00:00,GM,CRISTOBAL,45.0,992.0,245,26.9,-90.0,2,TS
121771,2020154N19269,2020-06-07 12:00:00,GM,CRISTOBAL,45.0,991.0,124,28.0,-89.9,2,TS
121773,2020154N19269,2020-06-07 18:00:00,GM,CRISTOBAL,45.0,990.0,31,29.0,-89.8,2,TS
121775,2020154N19269,2020-06-07 22:00:00,GM,CRISTOBAL,45.0,990.0,0,29.3,-89.8,2,TS
121877,2020188N28271,2020-07-05 12:00:00,GM,FAY,20.0,1012.0,148,27.7,-88.8,3,TS
121879,2020188N28271,2020-07-05 18:00:00,GM,FAY,25.0,1010.0,168,28.1,-87.7,3,TS
121881,2020188N28271,2020-07-06 00:00:00,GM,FAY,30.0,1008.0,118,28.9,-86.2,3,TS
121883,2020188N28271,2020-07-06 06:00:00,GM,FAY,30.0,1008.0,0,29.9,-85.4,3,TS
121972,2020203N09323,2020-07-25 18:00:00,CS,GONZALO,30.0,1009.0,15,10.8,-62.1,3,TS
121973,2020205N26272,2020-07-23 00:00:00,GM,HANNA,25.0,1009.0,376,25.7,-88.3,3,TS
121975,2020205N26272,2020-07-23 06:00:00,GM,HANNA,25.0,1009.0,357,25.8,-89.0,3,TS
121977,2020205N26272,2020-07-23 12:00:00,GM,HANNA,30.0,1009.0,351,25.9,-89.7,3,TS
121979,2020205N26272,2020-07-23 18:00:00,GM,HANNA,30.0,1006.0,346,26.0,-90.4,3,TS
121981,2020205N26272,2020-07-24 00:00:00,GM,HANNA,35.0,1002.0,324,26.2,-91.1,3,TS
121983,2020205N26272,2020-07-24 06:00:00,GM,HANNA,40.0,1001.0,299,26.6,-92.0,3,TS
121985,2020205N26272,2020-07-24 12:00:00,GM,HANNA,45.0,1000.0,272,27.1,-92.8,3,TS
121987,2020205N26272,2020-07-24 18:00:00,GM,HANNA,50.0,997.0,248,27.2,-93.7,3,TS
121989,2020205N26272,2020-07-25 00:00:00,GM,HANNA,55.0,993.0,219,27.1,-94.5,3,TS
121991,2020205N26272,2020-07-25 06:00:00,GM,HANNA,60.0,988.0,179,27.1,-95.3,3,TS
121993,2020205N26272,2020-07-25 12:00:00,GM,HANNA,70.0,981.0,135,27.1,-96.0,3,Cat1
121995,2020205N26272,2020-07-25 18:00:00,GM,HANNA,80.0,973.0,68,26.9,-96.8,3,Cat1
121997,2020205N26272,2020-07-25 22:00:00,GM,HANNA,80.0,973.0,22,26.8,-97.3,3,Cat1
121998,2020205N26272,2020-07-25 23:15:00,GM,HANNA,80.0,974.0,0,26.7,-97.5,3,Cat1
122012,2020211N13306,2020-07-29 06:00:00,CS,ISAIAS,40.0,1005.0,465,14.8,-60.3,3,TS
122014,2020211N13306,2020-07-29 12:00:00,CS,ISAIAS,40.0,1005.0,493,15.2,-62.2,3,TS
122016,2020211N13306,2020-07-29 18:00:00,CS,ISAIAS,40.0,1005.0,357,15.3,-64.0,3,TS
122018,2020211N13306,2020-07-30 00:00:00,CS,ISAIAS,45.0,1004.0,240,15.8,-65.7,3,TS
122020,2020211N13306,2020-07-30 06:00:00,CS,ISAIAS,50.0,1003.0,134,16.7,-67.2,3,TS
122022,2020211N13306,2020-07-30 12:00:00,CS,ISAIAS,55.0,1002.0,56,17.7,-68.5,3,TS
122024,2020211N13306,2020-07-30 16:15:00,CS,ISAIAS,55.0,1002.0,11,18.4,-69.3,3,TS
122173,2020233N14313,2020-08-21 18:00:00,CS,LAURA,40.0,1007.0,492,17.1,-61.1,3,TS
122174,2020233N14313,2020-08-21 20:30:00,CS,LAURA,40.0,1007.0,421,17.1,-61.8,3,TS
122176,2020233N14313,2020-08-21 23:30:00,CS,LAURA,40.0,1007.0,340,17.1,-62.6,3,TS
122177,2020233N14313,2020-08-22 00:00:00,CS,LAURA,40.0,1007.0,321,17.1,-62.8,3,TS
122179,2020233N14313,2020-08-22 06:00:00,CS,LAURA,40.0,1007.0,155,17.4,-64.4,3,TS
122181,2020233N14313,2020-08-22 12:00:00,CS,LAURA,45.0,1006.0,33,17.7,-65.9,3,TS
122183,2020233N14313,2020-08-22 18:00:00,CS,LAURA,45.0,1004.0,21,17.9,-67.4,3,TS
122185,2020233N14313,2020-08-23 00:00:00,CS,LAURA,45.0,1004.0,0,18.2,-68.8,3,TS
122187,2020233N14313,2020-08-23 04:30:00,CS,LAURA,45.0,1004.0,0,18.4,-70.0,3,TS
122192,2020233N14313,2020-08-23 18:00:00,CS,LAURA,55.0,1002.0,78,19.4,-74.3,3,TS
122194,2020233N14313,2020-08-24 00:00:00,CS,LAURA,55.0,1000.0,22,19.8,-76.0,3,TS
122197,2020233N14313,2020-08-24 06:00:00,CS,LAURA,50.0,1000.0,23,20.2,-77.8,3,TS
122199,2020233N14313,2020-08-24 12:00:00,CS,LAURA,50.0,1002.0,91,20.8,-79.7,3,TS
122201,2020233N14313,2020-08-24 18:00:00,CS,LAURA,50.0,1001.0,63,21.5,-81.5,3,TS
122203,2020233N14313,2020-08-25 00:00:00,CS,LAURA,55.0,998.0,0,22.3,-83.3,3,TS
122205,2020233N14313,2020-08-25 06:00:00,GM,LAURA,60.0,995.0,68,22.8,-84.8,3,TS
122207,2020233N14313,2020-08-25 12:00:00,GM,LAURA,65.0,990.0,208,23.4,-86.2,3,Cat1
122209,2020233N14313,2020-08-25 18:00:00,GM,LAURA,70.0,990.0,291,24.1,-87.5,3,Cat1
122211,2020233N14313,2020-08-26 00:00:00,GM,LAURA,75.0,983.0,381,24.9,-88.9,3,Cat1
122213,2020233N14313,2020-08-26 06:00:00,GM,LAURA,90.0,978.0,390,25.6,-90.2,3,Cat2
122215,2020233N14313,2020-08-26 12:00:00,GM,LAURA,100.0,963.0,305,26.4,-91.4,3,Cat3
122217,2020233N14313,2020-08-26 18:00:00,GM,LAURA,120.0,952.0,246,27.3,-92.5,3,Cat4
122219,2020233N14313,2020-08-27 00:00:00,GM,LAURA,130.0,937.0,128,28.5,-93.0,3,Cat4
122221,2020233N14313,2020-08-27 06:00:00,GM,LAURA,130.0,939.0,0,29.8,-93.3,3,Cat4
122238,2020234N14280,2020-08-20 18:00:00,CS,MARCO,30.0,1009.0,292,14.1,-80.5,3,TS
122240,2020234N14280,2020-08-21 00:00:00,CS,MARCO,30.0,1007.0,146,14.6,-81.8,3,TS
122242,2020234N14280,2020-08-21 06:00:00,CS,MARCO,30.0,1007.0,39,15.3,-82.9,3,TS
122244,2020234N14280,2020-08-21 12:00:00,CS,MARCO,30.0,1008.0,84,16.3,-83.7,3,TS
122246,2020234N14280,2020-08-21 18:00:00,CS,MARCO,30.0,1007.0,176,17.4,-84.2,3,TS
122248,2020234N14280,2020-08-22 00:00:00,CS,MARCO,35.0,1006.0,268,18.3,-84.6,3,TS
122250,2020234N14280,2020-08-22 06:00:00,CS,MARCO,40.0,1004.0,243,19.2,-85.1,3,TS
122252,2020234N14280,2020-08-22 12:00:00,CS,MARCO,55.0,993.0,172,20.3,-85.2,3,TS
122254,2020234N14280,2020-08-22 18:00:00,CS,MARCO,55.0,992.0,84,21.3,-85.5,3,TS
122256,2020234N14280,2020-08-23 00:00:00,GM,MARCO,55.0,994.0,118,22.2,-86.1,3,TS
122258,2020234N14280,2020-08-23 06:00:00,GM,MARCO,60.0,994.0,192,23.2,-86.7,3,TS
122260,2020234N14280,2020-08-23 12:00:00,GM,MARCO,65.0,991.0,313,24.3,-87.2,3,Cat1
122262,2020234N14280,2020-08-23 18:00:00,GM,MARCO,65.0,992.0,425,25.3,-87.4,3,Cat1
122264,2020234N14280,2020-08-24 00:00:00,GM,MARCO,55.0,997.0,325,26.4,-87.6,3,TS
122266,2020234N14280,2020-08-24 06:00:00,GM,MARCO,50.0,1003.0,223,27.3,-87.9,3,TS
122268,2020234N14280,2020-08-24 12:00:00,GM,MARCO,45.0,1006.0,127,28.1,-88.3,3,TS
122270,2020234N14280,2020-08-24 18:00:00,GM,MARCO,40.0,1007.0,59,28.7,-88.6,3,TS
122272,2020234N14280,2020-08-25 00:00:00,GM,MARCO,35.0,1006.0,22,28.9,-89.3,3,TS
122274,2020234N14280,2020-08-25 06:00:00,GM,MARCO,25.0,1008.0,45,28.7,-90.5,3,TS
122276,2020234N14280,2020-08-25 12:00:00,GM,MARCO,20.0,1009.0,73,28.6,-91.4,3,TS
122278,2020234N14280,2020-08-25 18:00:00,GM,MARCO,20.0,1009.0,44,29.1,-92.3,3,TS
122332,2020245N16285,2020-09-01 06:00:00,CS,NANA,35.0,1006.0,247,15.9,-75.2,3,TS
122334,2020245N16285,2020-09-01 12:00:00,CS,NANA,40.0,1004.0,162,16.3,-76.8,3,TS
122336,2020245N16285,2020-09-01 18:00:00,CS,NANA,50.0,1002.0,153,16.7,-78.4,3,TS
122338,2020245N16285,2020-09-02 00:00:00,CS,NANA,50.0,1000.0,224,17.0,-80.1,3,TS
122340,2020245N16285,2020-09-02 06:00:00,CS,NANA,50.0,998.0,248,17.0,-81.9,3,TS
122342,2020245N16285,2020-09-02 12:00:00,CS,NANA,50.0,998.0,158,17.1,-83.7,3,TS
122344,2020245N16285,2020-09-02 18:00:00,CS,NANA,50.0,998.0,134,17.1,-85.3,3,TS
122346,2020245N16285,2020-09-03 00:00:00,CS,NANA,60.0,994.0,134,17.0,-86.8,3,TS
122347,2020245N16285,2020-09-03 03:00:00,CS,NANA,65.0,994.0,75,16.9,-87.5,3,Cat1
122348,2020245N16285,2020-09-03 06:00:00,CS,NANA,65.0,994.0,0,16.8,-88.3,3,Cat1
122697,2020256N25281,2020-09-12 18:00:00,GM,SALLY,35.0,1003.0,32,25.6,-81.6,3,TS
122699,2020256N25281,2020-09-13 00:00:00,GM,SALLY,35.0,1003.0,70,26.0,-82.5,3,TS
122701,2020256N25281,2020-09-13 06:00:00,GM,SALLY,45.0,1001.0,111,26.7,-83.5,3,TS
122703,2020256N25281,2020-09-13 12:00:00,GM,SALLY,50.0,996.0,175,27.2,-84.5,3,TS
122705,2020256N25281,2020-09-13 18:00:00,GM,SALLY,50.0,996.0,234,27.6,-85.4,3,TS
122707,2020256N25281,2020-09-14 00:00:00,GM,SALLY,50.0,996.0,209,27.9,-86.0,3,TS
122709,2020256N25281,2020-09-14 06:00:00,GM,SALLY,55.0,996.0,198,28.2,-86.5,3,TS
122711,2020256N25281,2020-09-14 12:00:00,GM,SALLY,65.0,991.0,205,28.4,-86.9,3,Cat1
122713,2020256N25281,2020-09-14 18:00:00,GM,SALLY,75.0,986.0,174,28.6,-87.3,3,Cat1
122715,2020256N25281,2020-09-15 00:00:00,GM,SALLY,75.0,986.0,134,28.7,-87.7,3,Cat1
122717,2020256N25281,2020-09-15 06:00:00,GM,SALLY,70.0,984.0,102,28.8,-88.0,3,Cat1
122719,2020256N25281,2020-09-15 12:00:00,GM,SALLY,70.0,982.0,88,29.0,-88.1,3,Cat1
122721,2020256N25281,2020-09-15 18:00:00,GM,SALLY,70.0,981.0,90,29.3,-88.1,3,Cat1
122723,2020256N25281,2020-09-16 00:00:00,GM,SALLY,75.0,975.0,66,29.6,-88.0,3,Cat1
122725,2020256N25281,2020-09-16 06:00:00,GM,SALLY,95.0,967.0,34,29.9,-87.9,3,Cat2
122861,2020261N21265,2020-09-17 06:00:00,GM,BETA,30.0,1007.0,205,21.1,-94.9,3,TS
122863,2020261N21265,2020-09-17 12:00:00,GM,BETA,30.0,1007.0,251,21.5,-94.7,3,TS
122865,2020261N21265,2020-09-17 18:00:00,GM,BETA,30.0,1005.0,296,21.8,-94.4,3,TS
122867,2020261N21265,2020-09-18 00:00:00,GM,BETA,30.0,1005.0,323,22.0,-94.2,3,TS
122869,2020261N21265,2020-09-18 06:00:00,GM,BETA,30.0,1005.0,348,22.6,-94.1,3,TS
122871,2020261N21265,2020-09-18 12:00:00,GM,BETA,30.0,1005.0,401,23.2,-93.8,3,TS
122873,2020261N21265,2020-09-18 18:00:00,GM,BETA,40.0,1003.0,441,24.1,-93.1,3,TS
122875,2020261N21265,2020-09-19 00:00:00,GM,BETA,50.0,1000.0,456,25.2,-92.3,3,TS
122877,2020261N21265,2020-09-19 06:00:00,GM,BETA,50.0,996.0,393,25.8,-92.3,3,TS
122879,2020261N21265,2020-09-19 12:00:00,GM,BETA,50.0,994.0,335,26.4,-92.4,3,TS
122881,2020261N21265,2020-09-19 18:00:00,GM,BETA,50.0,995.0,306,26.6,-92.2,3,TS
122883,2020261N21265,2020-09-20 00:00:00,GM,BETA,50.0,997.0,282,26.8,-92.1,3,TS
122885,2020261N21265,2020-09-20 06:00:00,GM,BETA,50.0,998.0,290,26.9,-92.5,3,TS
122887,2020261N21265,2020-09-20 12:00:00,GM,BETA,50.0,996.0,272,27.1,-92.8,3,TS
122889,2020261N21265,2020-09-20 18:00:00,GM,BETA,55.0,996.0,229,27.5,-93.6,3,TS
122891,2020261N21265,2020-09-21 00:00:00,GM,BETA,50.0,993.0,199,27.5,-94.1,3,TS
122893,2020261N21265,2020-09-21 06:00:00,GM,BETA,45.0,995.0,156,27.6,-94.8,3,TS
122895,2020261N21265,2020-09-21 12:00:00,GM,BETA,45.0,997.0,101,27.8,-95.5,3,TS
122897,2020261N21265,2020-09-21 18:00:00,GM,BETA,40.0,999.0,48,28.1,-96.0,3,TS
122899,2020261N21265,2020-09-22 00:00:00,GM,BETA,45.0,998.0,14,28.3,-96.3,3,TS
122900,2020261N21265,2020-09-22 02:45:00,GM,BETA,45.0,997.0,0,28.4,-96.4,3,TS
122902,2020261N21265,2020-09-22 06:00:00,GM,BETA,40.0,999.0,0,28.6,-96.6,3,TS
122927,2020276N17277,2020-10-02 00:00:00,CS,GAMMA,30.0,1006.0,134,16.6,-83.3,4,TS
122929,2020276N17277,2020-10-02 06:00:00,CS,GAMMA,30.0,1006.0,162,17.2,-83.9,4,TS
122931,2020276N17277,2020-10-02 12:00:00,CS,GAMMA,30.0,1005.0,215,17.8,-84.4,4,TS
122933,2020276N17277,2020-10-02 18:00:00,CS,GAMMA,35.0,1002.0,277,18.4,-85.0,4,TS
122935,2020276N17277,2020-10-03 00:00:00,CS,GAMMA,40.0,998.0,184,18.8,-85.8,4,TS
122937,2020276N17277,2020-10-03 06:00:00,CS,GAMMA,45.0,995.0,90,19.2,-86.6,4,TS
122939,2020276N17277,2020-10-03 12:00:00,CS,GAMMA,55.0,986.0,38,19.7,-87.1,4,TS
122941,2020276N17277,2020-10-03 16:45:00,CS,GAMMA,65.0,978.0,10,20.2,-87.4,4,Cat1
122946,2020276N17277,2020-10-04 06:00:00,GM,GAMMA,45.0,997.0,33,21.8,-88.2,4,TS
122948,2020276N17277,2020-10-04 12:00:00,GM,GAMMA,50.0,995.0,89,22.3,-88.1,4,TS
122950,2020276N17277,2020-10-04 18:00:00,GM,GAMMA,55.0,994.0,134,22.7,-87.7,4,TS
122952,2020276N17277,2020-10-05 00:00:00,GM,GAMMA,50.0,998.0,159,22.9,-87.4,4,TS
122954,2020276N17277,2020-10-05 06:00:00,GM,GAMMA,45.0,999.0,148,22.8,-87.4,4,TS
122956,2020276N17277,2020-10-05 12:00:00,GM,GAMMA,40.0,1001.0,124,22.6,-87.5,4,TS
122958,2020276N17277,2020-10-05 18:00:00,GM,GAMMA,30.0,1005.0,89,22.3,-87.9,4,TS
122960,2020276N17277,2020-10-06 00:00:00,GM,GAMMA,30.0,1005.0,44,21.9,-88.2,4,TS
122961,2020276N17277,2020-10-06 03:00:00,GM,GAMMA,30.0,1005.0,11,21.6,-88.4,4,TS
122965,2020279N16284,2020-10-04 18:00:00,CS,DELTA,30.0,1006.0,167,16.4,-76.2,4,TS
122967,2020279N16284,2020-10-05 00:00:00,CS,DELTA,30.0,1006.0,147,16.4,-77.0,4,TS
122969,2020279N16284,2020-10-05 06:00:00,CS,DELTA,30.0,1006.0,154,16.4,-77.7,4,TS
122971,2020279N16284,2020-10-05 12:00:00,CS,DELTA,40.0,1004.0,183,16.4,-78.4,4,TS
122973,2020279N16284,2020-10-05 18:00:00,CS,DELTA,55.0,985.0,214,16.4,-79.1,4,TS
122975,2020279N16284,2020-10-06 00:00:00,CS,DELTA,65.0,980.0,232,16.6,-79.8,4,Cat1
122977,2020279N16284,2020-10-06 06:00:00,CS,DELTA,75.0,973.0,273,17.1,-80.7,4,Cat1
122979,2020279N16284,2020-10-06 12:00:00,CS,DELTA,100.0,959.0,317,17.8,-82.0,4,Cat3
122981,2020279N16284,2020-10-06 18:00:00,CS,DELTA,120.0,953.0,320,18.5,-83.3,4,Cat4
122983,2020279N16284,2020-10-07 00:00:00,CS,DELTA,100.0,962.0,279,19.3,-84.6,4,Cat3
122985,2020279N16284,2020-10-07 06:00:00,CS,DELTA,90.0,968.0,130,20.1,-85.9,4,Cat2
122987,2020279N16284,2020-10-07 10:30:00,CS,DELTA,90.0,971.0,0,20.8,-86.9,4,Cat2
122990,2020279N16284,2020-10-07 18:00:00,GM,DELTA,75.0,978.0,30,21.7,-88.8,4,Cat1
122992,2020279N16284,2020-10-08 00:00:00,GM,DELTA,80.0,973.0,126,22.3,-90.2,4,Cat1
122994,2020279N16284,2020-10-08 06:00:00,GM,DELTA,85.0,973.0,240,23.0,-91.4,4,Cat2
122996,2020279N16284,2020-10-08 12:00:00,GM,DELTA,90.0,969.0,362,23.7,-92.4,4,Cat2
122998,2020279N16284,2020-10-08 18:00:00,GM,DELTA,100.0,960.0,430,24.5,-93.1,4,Cat3
123000,2020279N16284,2020-10-09 00:00:00,GM,DELTA,105.0,953.0,368,25.3,-93.5,4,Cat3
123002,2020279N16284,2020-10-09 06:00:00,GM,DELTA,105.0,953.0,335,26.3,-93.7,4,Cat3
123004,2020279N16284,2020-10-09 12:00:00,GM,DELTA,100.0,958.0,216,27.5,-93.8,4,Cat3
123006,2020279N16284,2020-10-09 18:00:00,GM,DELTA,90.0,966.0,113,28.7,-93.6,4,Cat2
123008,2020279N16284,2020-10-09 23:00:00,GM,DELTA,85.0,970.0,0,29.8,-93.1,4,Cat2
123105,2020299N18277,2020-10-24 12:00:00,CS,ZETA,25.0,1007.0,336,18.4,-82.6,4,TS
123107,2020299N18277,2020-10-24 18:00:00,CS,ZETA,30.0,1006.0,302,18.2,-83.0,4,TS
