,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category,Rounded_Latitude,Rounded_Longitude,city,country
123239,2020306N15288,2020-11-11 12:00:00,GM,ETA,65.0,983.0,194,25.8,-83.9,4,Cat1,26,-84,,
123241,2020306N15288,2020-11-11 18:00:00,GM,ETA,60.0,990.0,122,26.8,-83.7,4,TS,27,-84,,
123243,2020306N15288,2020-11-12 00:00:00,GM,ETA,55.0,992.0,58,27.9,-83.5,4,TS,28,-84,,
123245,2020306N15288,2020-11-12 06:00:00,GM,ETA,50.0,994.0,51,28.7,-83.2,4,TS,29,-83,,United States
123247,2020306N15288,2020-11-12 09:20:00,GM,ETA,45.0,996.0,0,29.2,-82.9,4,TS,29,-83,,United States
123326,2020318N16289,2020-11-12 12:00:00,CS,IOTA,25.0,1009.0,240,15.5,-70.9,4,TS,16,-71,,
123328,2020318N16289,2020-11-12 18:00:00,CS,IOTA,25.0,1009.0,262,15.3,-71.9,4,TS,15,-72,,
123330,2020318N16289,2020-11-13 00:00:00,CS,IOTA,25.0,1008.0,310,15.0,-72.7,4,TS,15,-73,,
123332,2020318N16289,2020-11-13 06:00:00,CS,IOTA,25.0,1007.0,303,14.7,-73.3,4,TS,15,-73,,
123334,2020318N16289,2020-11-13 12:00:00,CS,IOTA,30.0,1006.0,295,14.4,-73.7,4,TS,14,-74,,
123336,2020318N16289,2020-11-13 18:00:00,CS,IOTA,35.0,1005.0,288,14.0,-74.1,4,TS,14,-74,,
123338,2020318N16289,2020-11-14 00:00:00,CS,IOTA,35.0,1005.0,270,13.6,-74.5,4,TS,14,-74,,
123340,2020318N16289,2020-11-14 06:00:00,CS,IOTA,35.0,1004.0,250,13.3,-75.0,4,TS,13,-75,,
123342,2020318N16289,2020-11-14 12:00:00,CS,IOTA,40.0,1002.0,229,12.9,-75.7,4,TS,13,-76,,
123344,2020318N16289,2020-11-14 18:00:00,CS,IOTA,45.0,997.0,224,12.5,-76.4,4,TS,12,-76,,
123346,2020318N16289,2020-11-15 00:00:00,CS,IOTA,55.0,992.0,252,12.6,-76.7,4,TS,13,-77,,
123348,2020318N16289,2020-11-15 06:00:00,CS,IOTA,65.0,988.0,314,13.0,-77.1,4,Cat1,13,-77,,
123350,2020318N16289,2020-11-15 12:00:00,CS,IOTA,70.0,982.0,390,13.1,-78.0,4,Cat1,13,-78,,
123352,2020318N16289,2020-11-15 18:00:00,CS,IOTA,75.0,974.0,414,13.2,-78.9,4,Cat1,13,-79,,
123354,2020318N16289,2020-11-16 00:00:00,CS,IOTA,90.0,961.0,387,13.2,-79.8,4,Cat2,13,-80,,
123356,2020318N16289,2020-11-16 06:00:00,CS,IOTA,120.0,935.0,288,13.4,-80.7,4,Cat4,13,-81,,
123358,2020318N16289,2020-11-16 12:00:00,CS,IOTA,135.0,917.0,204,13.5,-81.5,4,Cat4,14,-82,,
123360,2020318N16289,2020-11-16 18:00:00,CS,IOTA,130.0,918.0,129,13.5,-82.3,4,Cat4,14,-82,,
123362,2020318N16289,2020-11-17 00:00:00,CS,IOTA,130.0,918.0,54,13.6,-83.0,4,Cat4,14,-83,Bilwi,Nicaragua
123364,2020318N16289,2020-11-17 03:40:00,CS,IOTA,125.0,922.0,0,13.6,-83.5,4,Cat4,14,-84,,Nicaragua
